Id.-No.;Name;Vorname;Lebensdaten
P01666;Rüstow Aubrey;Rachel;
P01667;Ruth;John L.;
P01668;Ruysdael;Jakob van;
P01669;Rychner;Max;
P01670;Sabatier;Auguste;
P01671;Sabellius;;
P01672;Sacharja;;
P01673;Sachs;Emmy;
P01674;Sahl;Hans;1902-1993
P01675;Saint-Martin;Louis-Claude de;
P01676;Saint-Simon;Henri de;
P01677;Salomo;;
P01678;Salomon;Albert;1883-1976
P01679;Salomon;Gottfried;1892-1964
P01680;Salz ;Lotte;1895?-1925
P01681;Samuel;Richard Herbert ;1900-1983
P01682;Sanchez;;
P01683;Sankara;;
P01684;Santayana;George;
P01685;Saoshyant;;
P01686;Sara;;
P01687;Sargon von Akkad;;
P01688;Sartre;Jean-Paul;
P01689;Savigny;Friedrich Karl von;
P01690;Savonarola;;
P01691;Saxl;Fritz;1890-1948
P01692;Schacht;Hjalmar;
P01693;Schaeder;R.;
P01694;Schaeder;Erich;
P01695;Schäfer;Wilhelm;
P01696;Schäfer-Kretzler;Karin;
P01697;Schafft;Hermann;1883-1959
P01698;Schafft;Johanna;
P01699;Schafft;Julius;
P01700;Schairer;Reinhold;1887-1971
P01701;Schaumann;Leopold;
P01702;Scheffler;Karl;
P01703;Scheffler;Ludwig von;
P01704;Scheler;Max;
P01705;Schelling;Caroline;
P01706;Schelling;Friedrich Wilhelm Joseph;
P01707;Schemens;Harns;
P01708;Schetelig;Wilhelm;
P01709;Schiller;Karl;1911-1994
P01710;Schiller;Friedrich von;
P01711;Schischkoff;Georgi;1912-1991
P01712;Schlabrendorff;Ursula von;1905
P01713;Schlatter;Adolf;
P01714;Schlegel;Erich;
P01715;Schlegel;August Wilhelm;
P01716;Schlegel;Dorothee;
P01717;Schlegel;Friedrich von;
P01718;Schleiermacher;Friedrich Daniel Ernst;
P01719;Schlesinger;Arthur;
P01720;Schlick;Moritz;
P01721;Schlink;Edmund;1903-1984
P01722;Schmalenbach;Marie;
P01723;Schmidt;Johann;
P01724;Schmidt;Karl Ludwig;1891-1956
P01725;Schmidt;Erich;
P01727;Schmidt;Ruth;
P01728;Schmidt-Rottluff;Karl;
P01729;Schmidt-Stöcker;Marga;
P01730;Schmitt;Carl;
P01731;Schneeberger;Friedrich;
P01732;Schneider;Alexander;
P01733;Schoenfeld;Hans;
P01734;Scholder;Klaus;
P01735;Scholem;Gerhard;
P01736;Schölling;Friedrich Wilhelm;
P01737;Scholz;Heinrich;1884-1956
P01738;Schönfeld;Hans;1900-1954
P01739;Schopenhauer;Arthur;
P01740;Schreiber;Hans;
P01741;Schreiner;Helmuth;1893-1962
P01742;Schrempf;Christoph;
P01743;Schrey;Heinz-Horst;1911-1993
P01744;Schröder;;
P01745;Schubert;Daniel;1886-1975
P01746;Schultz;Wally P.;
P01747;Schultz-Hencke;Harald;
P01748;Schulze;Gottlob Ernst;
P01749;Schumann;Friedrich Karl;
P01750;Schürer;Emil;
P01751;Schurtz;Heinrich;
P01752;Schurz;Carl;
P01753;Schüßler;Werner;
P01754;Schütz;Heidi;
P01755;Schütz;Klaus;
P01756;Schwarz;Hans;*1939
P01757;Schwegler;Albert;
P01758;Schweitzer;Carl Gunther;1889-1965
P01759;Schweitzer;Albert;
P01760;Schwenkfeld;Kaspar;
P01761;Schwind;Moritz von;
P01762;Seeberg;Erich;1888-1945
P01763;Seeberg;Reinhold;1859-1935
P01764;Seeberger;Elisabeth;1893-
P01765;Seeberger;Erhard;1891-1969
P01766;Seewald;Richard;1889-1976
P01767;Seger;Gerhart;1896-1967
P01768;Seidlin;Oskar;1911-1984
P01769;Seleukos von Seleukia;;
P01770;Selig;Anna;* um 1898
P01771;Seligmann;Eleonore;1909-1977
P01772;Semler;Johann Salomo;
P01773;Seneca;;
P01774;Sergel;Sherman L.;
P01775;Seurat;Georges;
P01776;Shaftesbury;Anthony A. C.;
P01777;Shakespeare;William;
P01778;Shane;Eva;
P01779;Shelton;O.L.;
P01780;Shugg;Roger W.;
P01781;Siebeck;Hans Georg;
P01782;Siebeck;Oskar;1880-1936
P01783;Siebeck;Paul;1855-1920
P01784;Siebeck;Hermann;
P01785;Siegfried;Friedrich Alfred Theodor;1894-1971
P01786;Siegmund-Schultze;Friedrich;1885-1969
P01787;Siemsen;Hans;1891-1969
P01788;Siger von Brabant;;
P01789;Sigerist;Henry E.;
P01790;Sigwart;Christoph;
P01791;Siirala;Aarne;1919-1991
P01792;Simeon;;
P01793;Simmel;Georg;
P01794;Simon;Hugo;1880-1950
P01795;Simon von Tournay;;
P01796;Simons;Hans;1893-1972
P01797;Simplicius;;
P01798;Sinclair;Elsa M.;
P01799;Singer;Charles;
P01800;Sinzheimer;Hugo Daniel ;1875-1945
P01801;Sinzheimer;Paula Johanna ;1890-1960
P01802;Sixtus II.;;
P01803;Skinner;Burrhus F.;
P01804;Smith;Adam;
P01805;Smith;Robertson W.;
P01806;Smith;Norman Kemp ;1872-1958
P01807;Sobernheim;Clara;1888-1963
P01808;Socrates;;
P01809;Soden;Hans Freiherr von;
P01810;Soederblom;Nathan;
P01811;Sohn-Rethel;Alfred;1899-1990
P01812;Sokrates;;
P01813;Sollmann;Wilhelm;
P01814;Solon;;
P01815;Solowjew;Wladimir;
P01816;Sombart;Werner;
P01817;Sommerfeld;Martin;
P01818;Sophokles;;
P01819;Sorel;Georges;
P01820;Sozzini;Fausto;
P01821;Spalatin;Georg;
P01822;Spangenberg;Peter;*1934
P01823;Spann;Othmar;
P01824;Spann;Meno Hans;1903-1991
P01825;Speier;Hans;1905-1990
P01826;Spencer;Herbert;
P01827;Spener;Philipp Jakob;
P01828;Spengler;Oswald;
P01829;Spiecker;Johannes;
P01830;Spiegelberg;H.;
P01831;Spiegelberg;Friedrich;1897-1994
P01832;Spiegelberg;Rosalie;gest. 1968
P01833;Spiero;Sabine;1901-2000
P01834;Spinoza;Baruch de;
P01835;Spranger;Eduard;
P01836;Staël;Germaine Baronin de;
P01837;Stahl;Friedrich Julius;
P01838;Stahl;Georg Ernst;
P01839;Stählin;Wilhelm;1883-1975
P01840;Stalin;Josef;
P01841;Stammler;Rudolf;
P01842;Stanley;Stanley;
P01843;Stapel;Wilhelm;
P01844;Starbuck;Edwin D.;
P01845;Statius;Publius Papinius;
P01846;Stauchnger;Else;
P01847;Staudinger;Hans;1889-1980
P01848;Stäudlin;Carl Friedrich;
P01849;Stauffer;Ethelbert;
P01850;Steffen;Bernhard;
P01851;Stein;Heinrich Freiherr vom;
P01852;Stein;Lorenz von;
P01853;Steiner;Rudolf;
P01854;Steinhausen;Hermann;
P01855;Steinweg;Gertrud;1899–1976
P01856;Stephan;Horst;
P01857;Stephanus;;
P01858;Stepun;Fedor;1884-1965
P01859;Sternberger;Dolf;1907-1989
P01860;Steudel;Friedrich;
P01861;Stewart;Ann C.;
P01862;Sthamer;Margarete;
P01863;Stietencron;Fides Baronin von;1907-1984
P01864;Stirner;Max;
P01865;Stöber;Gertraut;
P01866;Stöcker;Adolf;
P01867;Stöcker;Lydia;
P01868;Stocks;John Leofric;1882-1937
P01869;Stocks;Mary Danvers;1891-1975
P01870;Stoevesandt;Karl;1882-1977
P01871;Stolper;Toni;
P01872;Stolzenburg;Arnold;
P01873;Storr;Gottlob Christian;
P01874;Strabo;;
P01875;Strathmam;Gerhard;
P01876;Strathmann;Hermann;1882-1966
P01877;Straton;;
P01878;Strauß;David Friedrich;
P01879;Strawinsky;Igor;
P01880;Strigel;Viktorin;
P01881;Strindberg;August;
P01882;Suarez;Franz;
P01883;Suenens;Leon J.;
P01884;Sueton;;
P01885;Süskind;Friedrich Gottlob;
P01886;Süßmilch;Johann Peter;
P01887;Swenson;David F.;
P01888;Sydow;Gertrud von;
P01889;Sydow;Eckart von;1885-1942
P01890;Takeuchi;;
P01891;Tatian;;
P01892;Taubes;Jacob;1923-1987
P01893;Teilhard de Chardin;Pierre;
P01894;Telesius;Bernardus;
P01895;Teller;Wilhelm Abraham;
P01896;Temple;William;
P01897;Tennesee;Williams;
P01898;Terrien;Cecile;
P01899;Tersteegen;Gerhard;
P01900;Tertullian;;
P01901;Tetens;Johann Nicolaus;
P01902;Thales von Milet;;
P01903;Theek;Bruno;
P01904;Thélin;George;
P01905;Themel;Karl;
P01906;Themistokles;;
P01907;Theodor von Mopsuestia;;
P01908;Theodorus Atheos;;
P01909;Theodosius der Große;;
P01910;Thielicke;Helmut;1908-1986
P01911;Thierry von Chartres;;
P01912;Thomas;Wilhelm;
P01913;Thomas Bradwardine;;
P01914;Thomas von Aquin;;
P01915;Thomas von Kempen;;
P01916;Thomasius;Christian;
P01917;Thompson;Dorothy;1893-1961
P01918;Thorndyke;Lynn;
P01919;Thrita;;
P01920;Thurneysen;Eduard;
P01921;Tiburtius;Joachim;
P01922;Tieftrunk;Johann Heinrich;
P01923;Tiele;Cornelius Petrus;
P01924;Tillich;Ernst;
P01925;Tillich;Hannah;
P01926;Tillich;Johannes Oskar;1857-1937
P01927;Tillich;Margarete;1867-1925
P01928;Tillich;Oskar;1828-1914
P01929;Tillich;René;geb. 1935
P01930;Tillich;Paul;1886-1965
P01931;Tillich;Wilhelmina Mathilde;1860-1903
P01932;Tillich;Marie;1827-1916
P01933;Tillich;Margarete;1888-1968
P01935;Tillich;Mary;
P01936;Tillich;Klaus Eberhard;
P01937;Tillich;Randell Wild;
P01939;Tillich;Wolf;
P01940;Timaios;;
P01941;Timon von Athen;;
P01942;Tindal;Matthew;
P01943;Tittmann;Johann August Heinrich;
P01944;Titus Livius;;
P01945;Tizian;Vercellio;
P01946;Tojo;Hideki;
P01947;Toland;John;
P01948;Toller;Ernst;
P01949;Tolstoi;Lew Nikolajewitsch;
P01950;Tönnies;Ferdinand;
P01951;Toscanini;Arturo;
P01952;Toynbee;Arnold J.;
P01953;Traub;Friedrich;
P01954;Trauz;Christoph Friedrich;
P01955;Treitschke;Heinrich von;
P01956;Trendelenburg;Adolf;
P01957;Tretjakow;Sergej Michailowitsch;
P01958;Troeltsch;Ernst;
P01959;Trotha;Carl-Dietrich von;
P01960;Trotter;;
P01961;Truman;Harry;
P01962;Tschackert;Paul;
P01963;Tucher;Maria von;
P01964;Tzschirner;Heinrich Gottlieb;
P01965;Uccello;Paolo;
P01966;Ueberweg;Friedrich;
P01967;Uexküll;Jakob Johann Baron von;
P01968;Uhde;Fritz von;
P01969;Ulich;Robert;1890-1977
P01970;Ulrich;Thomas;
P01971;Ulrich von Straßburg;;
P01972;Unruh;Fritz von;
P01973;Urban IV.;;
P01974;Urne;Adolph;
P01975;Urner;Hans;
P01976;Usener;Ilse;
P01977;Usener;Karl Hermann;1905-1970
P01978;Uytenbogaert;Johannes;
P01979;Vaihinger;Hans;
P01980;Valentin;V.;
P01981;Valla;Laurentius;
P01982;Van de Velde;Thylberte;1904-1955
P01983;Van de Water;Adrianus Pieter;1896-1951
P01984;Van der Hoop;Johannes Hermanus;1887-1950
P01985;Van der Mandele;Karel Paul ;1880-1975
P01986;Van der Smissen;Gilbert;1887-1915
P01987;Van Eyck;Jan;
P01988;Van Gogh;Vincent;
P01989;Varnhagen von Ense;Rahel;
P01990;Varro;;
P01991;Venturini;Karl Heinrich;
P01992;Vergil;;
P01993;Vesalius;Andreas;
P01994;Vico;Giambattista;
P01995;Vielhaber;Erika;
P01996;Viénot;Pierre;
P01997;Viergatz;Ella;
P01998;Vierkandt;Alfred;
P01999;Viertel;Berthold;1885-1953
P02000;Vischer;Friedrich Theodor;
P02001;Visser ‘t Hooft;Adolf Willem ;1900-1985
P02002;Visser ’t Hooft;Willem Adolf;1900-1985
P02003;Vitzthum;Elisabeth Gräfin von;
P02004;Vives;Ludovicus;
P02005;Voetius;Gisbert;
P02006;Vogel;Käthe;
P02007;Vogt;Wolfgang;
P02008;Vogtbang;Erich;
P02009;Volckmar;;
P02010;Vollmer;Antje;
P02011;Voltaire;;
P02012;von Sydow;Eckart;1885-1942
P02013;Vorwerk;Friedrich;
P02014;Vyscheslavzeff;Boris P.;
P02015;Vyšeslavcev;Boris;1877-1954
P02016;;Elisabeth;
P02017;Wackenroder;Wilhelm Heinrich;
P02018;Wald;George;
P02019;Walter von St. Viktor;;
P02020;Warschauer;Ernst;1889-1972
P02021;Weber;Max;
P02022;Weckerling;Rudolf;
P02023;Wedell;Hanna;
P02024;Wegener;Carl Richard;1883-1967
P02025;Wehowsky;Stephan;
P02026;Weigel;Valentin;
P02027;Weil;Hans;1902-1998
P02028;Weil;Paul;
P02029;Weil;Herman;
P02030;Weinel;Heinrich;
P02031;Weiß;Johannes;
P02032;Weiss;Konrad;1907-1979
P02033;Weiße;Hermann Christian;
P02034;Weißenberg;Joseph;
P02035;Weitling;Wilhelm;
P02036;Wellhausen;Julius;
P02037;Wendland;Heinz-Dietrich;1900-1992
P02038;Wendriner;Karl Georg;1885-1943
P02039;Wendt;Hans Hinrich;
P02040;Werckshagen;Carl;
P02041;Werdermann;Hermann;
P02042;Werfel;Franz;
P02043;Werner;Louise;
P02044;Werner;Jean Otto Nikolaus ;1865-1943
P02045;Werner;Marie Luise;1894-1978
P02046;Wernle;Paul;
P02047;Werth;Christoph H.;
P02048;Wertheimer;Max;
P02049;Wesley;John;
P02050;Wette;Wilhelm de;
P02051;Wever;Eva;1890-
P02052;Wever;Wilhelm;1855-1929
P02053;Wever;Mathilde;1862-1950
P02054;Wever;Wolf;
P02055;Weyer;Johannes;
P02056;White;Julian M.;
P02057;Whitehead;Alfred North;
P02058;Wibbeling;Wilhelm;
P02059;Wichert;Maray;1890-1966
P02060;Widern;Johann Hinrich;
P02061;Wieck;Fred;
P02062;Wieland;Christoph Martin;
P02063;Wieman;Henry Nelson;
P02064;Wiener;Max;
P02065;Wiese;Leopold von;
P02066;Wiesenthal;Simon;1908-2005
P02067;Wigman;Mary;
P02068;Wilamowitz-Moellendorf;Ulrich von;
P02069;Wild;John;
P02070;Wilde;Oscar;
P02071;Wilder;Thornton;
P02072;Wilhelm;Richard;
P02073;Wilhelm I., Kaiser;;
P02074;Wilhelm II., Kaiser;;
P02075;Wilhelm von Auvergne;;
P02076;Wilhelm von Champeaux;;
P02077;Wilhelm von Conches;;
P02078;Wilhelm von Ockham;;
P02079;Wilhelm von St.Thierry;;
P02080;Wilhelm von Ware;;
P02081;Will;Robert;1869-1959
P02082;Williams;Tennesee;
P02083;Wilpert;Paul;1906-1967
P02084;Winckelmann;Frida;
P02085;Winckler;Hugo;
P02086;Windelband;Wilhelm;
P02087;Wingolf Verbindung;;
P02088;Winkelmann;Frida;
P02089;Winkler;Toni;
P02090;Winkler;Gerhard;
P02091;Wintermann;Rudolf;
P02092;Wissowa;Georg;
P02093;Witelo;;
P02094;Witt;Friedrich Wilhelm;
P02095;Witte;Hermann;
P02096;Wittig;Joseph;
P02097;Wobbermin;Georg;
P02098;Wolfers;Arnold;1892-1968
P02099;Wolff;Kurt;
P02100;Wolff;Christian;
P02101;Wolff-Windegg;Philipp;
P02102;Wölfing;Max;1847-1928
P02103;Wöllner;Johann Christoph;
P02104;Wood;George Herbert;1879-1963
P02105;Worringer;Wilhelm;
P02106;Wrede;William;
P02107;Wttoichn;Karl Heinrich von;
P02108;Wulf;Melvin L.;
P02109;Wundt;Max;
P02110;Wundt;Wilhelm;
P02111;Wünsch;Georg;
P02112;Wüstemann;Adolf Karl Friedrich Gustav;1901-1966
P02113;Wyclif;John;
P02114;Xenophanes;;
P02115;Xenophon;;
P02116;Xerxes;;
P02117;Young;Owen D.;
P02118;Zabarella;Jacob;
P02119;Zanchi;Girolamo;
P02120;Zarathustra;;
P02121;Zarncke;Lilly;
P02122;Zehrer;Hans;
P02123;Zeller;Eduard;
P02124;Zeno;;
P02125;Zervos;Christian;1889-1970
P02126;Zilboorg;Gregory;
P02127;Zimmern;Heinrich;
P02128;Zinzendorf;Nikolaus Ludwig Graf von;
P02129;Zola;Émile;
P02130;Zöllner;Wilhelm;
P02131;Zscharnack;Leopold;
P02132;Zschorsch;Gertrud;
P02133;Zuckmayer;Carl;
P02134;Zur Nieden;Arnold;
P02135;Zweig;Friderike;
P02136;Zweig;Stefan;
P02137;Zwingli;Ulrich;
P02138;;Charlotte;
P02139;Rickert;Heinrich;1863-1936
P02140;Kaumann;E.;
P02141;Reuter;Fritz;1810-1874
P02142;Heller;Otto;
P02143;Schwarzkopf;;
P02144;Pulkowski;;
P02145;Münchhausen;Börries Albrecht Conon August Heinrich Freiherr von;
P02146;Tielking;;
P02147;Schüssler;;
P02148;Adrienne;;
P02149;Martel;Rachel;
P02150;Wagner;Richard;
P02151;Vethake;Hans;
P02152;Schlemm;;
P02153;Fink;;
P02154;Meyer zu Stieghorst;;
P02155;Kachler;;
P02156;Goebel;;
P02157;Hancke;;
P02158;Stosch;Martin;
P02159;Voget;Hans;
P02160;Oberschmidt ;;
P02161;Nickelby;C.;
P02162;Varchmin;;
P02163;Nell;W.;
P02164;Winkler;;
P02165;Gaul;;
P02166;Lorenz;;
P02167;Hessig;;
P02168;Jungklaussen;;
P02169;Heermann;;
P02170;Veit;;
P02171;Zentgraf;;
P02172;Schuster;Daniel;
P02173;Struckmaier;;
P02174;;Daniel;Potentiell Daniel Schuster!
P02175;Hanffstengel;Karl von;
P02176;Heienbrok;;
P02177;Nöck;;
P02178;Weitz;;
P02179;Müller;;
P02180;Heine ;;
P02181;Sessow;;
P02182;Van der Smissen;Wilm;
P02183;Dennert;Eberhard;1861-1942
P02184;Zahn;Theodor;1838-1933
P02185;Hanffstengel ;Georg von;
P02186;Hanffstengel;Otto von;
P02187;Bertheau;Hans;
P02188;Kalfhaus;;
P02189;Meyersieck;;
P02190;Ebers;;
P02191;Van der Smissen;Heinrich;
P02192;Erdmann;;
P02193;Scheurich;;
P02194;Spatz;;
P02195;;Jonas;
P02196;;Schwester Therese;
P02197;Gaiser;;
P02198;Buss;;
P02199;Häfele;;
P02200;;Käte;
P02201;Fritz;Immanuel;
P02202;Banzhaf;;
P02203;;Trude;
P02204;Bebel;August Ferdinand;1840-1913
P02205;Singer;Paul;1844-1911
P02206;Vanderwelde;Émile;1866-1938
P02207;Zetkin;Clara;1857-1933
P02208;Hutter;Leonhard;1563-1616
P02209;Beyschlag;Willibald;1823-1900
P02210;Wergenthaler;;
P02211;Auel;;
P02212;Kremer;;
P02213;Stelz;;
P02214;Wittekindt;;
P02215;Frau Wendelmuth;;
P02216;Gräber;;
P02217;Titius;Arthur;1864-1936
P02218;Smend;Rudolf;1851-1913
P02219;Ritter;Rudi;
P02220;Jarcke;;
P02221;Jülicher;Adolf;1857-1938
P02222;Landmann;F.;
P02223;Fanerod;Jeanne;
P02224;Flittner;Else;
P02225;Diehl;;
P02226;Stieglitz;;
P02227;Weißenborng;Hans;
P02228;Dürselen ;Paul Rudolf;1862-
P02229;Dürselen;Johanna Amalia Eugenie;1842-1909
P02230;;Anton von;
P02231;;Emma;
P02232;Solberger;Maria ;
P02233;Schilling;Lottchen;
P02234;Schilling;Edith;
P02235;Schilling;Gerda;
P02236;Hanffstengel;;
P02237;Engelmann;;
P02238;Heintze;Hans Karl Ludwig Theodor;amt. Lindtorf 1883-1922
P02239;Hessel;;
P02240;;Else;
P02241;Dürselen;Gustav;1816-1909
P02242;Dürselen;Amalia Gertrud;1835-1883
P02243;Elbrechts;;
P02244;;Onkel Walz;
P02245;;Hüpfer;
P02246;Pastor Schmidt ;;
P02247;Hessig;O.;
P02248;Grill;Julius;
P02249;Wurster;Paul von;
P02250;Storm;Theodor;
P02251;Dinglinger;;
P02252;Raabe;Wilhelm Karl;1831-1910
P02253;Pfisterer;Immanuel;
P02254;Grundlies ;Ernst;
P02255;Zimmermann;;
P02256;Kunsemüller;;
P02257;;Lepsius;
P02258;Höfer;;
P02259;Heine ;;
P02260;Wichel ;Käthe;
P02261;Krause;Friederike;
P02262;Krause;Anna;
P02263;;Onkel Adolf;
P02264;;Conrad;
P02265;;Gerty;
P02267;Gründler;Ernst;
P02268;Jäger;;
P02269;Starke;;
P02270;Grüber;;
P02271;;Hans;
P02272;Kraut;;
P02273;Valentinus;Gnosticus;
P02274;Steuernagel;Carl;1869-1958
P02275;Weiss;Karl Philipp Bernhard;1827-1918
P02276;Bromisch;;
P02277;Fritz;;
P02278;Zahn;Ernst;
P02279;Büchsel-Giesebrecht;Dorothea Amalie Friederike;1853-1926
P02280;Büchsel;Johannes Friedrich Wilhelm;1849-1920
P02281;Bachmann-Büchsel;Marie Elisabeth;*1869
P02282;Büchsel;Karl Wilhelm Konrad;*1882
P02283;Büchsel;Hermann Martin Friedrich;*1883
P02284;Büchsel;Johannes Karl;*1885
P02285;Bindemann-Büchsel;Anna Dorothea;*1875
P02286;Weizsäcker;Carl Heinrich;1822-1899
P02287;;Sepp;
P02288;Bakel;Hendrik Anton van;1871-1948
P02289;;Menzel/Wenzel?;
P02290;Grimm;;
P02291;Schubart;Christoph;
P02292;Schubart;Friedrich Winfried;1847-1918
P02293;Hartmann;Richard;
P02294;Mackensen;Fritz;
P02295;Makrina;;
P02296;Firmilian von Caesarea;;
P02297;Malchion;;
P02298;Zänker;Otto;
P02299;Stein;Hermann Christlieb Matthäus ;
P02300;Wild;Adolf Heinrich;
P02301;Neumeister;Eckhardt;
P02302;Jaurès;Jean;1859-1914
P02303;Bertheau;Hermann;
P02304;Kittel;Rudolf;
P02305;Theologische Fakultät der Universität Berlin;;
P02306;Verlag Vandenhoeck & Ruprecht;;
P02307;Bunge;Gustav von;1844-1920
P02308;Damaschke;Adolf;1865-1935
P02309;Krohn;Hildegard;1892-1943
P02310;Woitschach;;
P02311;Hildebrandt;Else;1894-1943
P02312;Dresler und Scharfenstein;Wilhelm Ernst Hermann von ;1857–1942
P02313;Kinzel;Eberhard;
P02314;Kappes;Heintz;1893 - 1988
P02315;Erb;;
P02316;Schultz;Bruno;1894-1987
P02317;Jahn;Georg;1885-1962
P02318;Spamer;Adolf;1883-1953
P02319;Gumplowicz;Ludwig;1838-1909
P02320;Mehlis;Prof.;
P02321;Lederer;Emil;1882-1939
P02322;Vleugels;Wilhelm;1893-1942
P02323;Meusel;Alfred;1896-1960
P02324;Leonhard;Franz;1870-1950
P02325;Winkowsky;von;
P02326;Krubin;;
P02327;Gronau;Johann (Hans) Karl Hermann von ;1850–1940
P02328;Kluck;Alexander Heinrich Rudolph von ;
P02329;Ahrens;;
P02330;Pescatore/Peskatore;Dominik von;*12.04.1879
P02331;Freud;;
P02332;Dietrich;;
P02333;Heireke;;
P02334;Rosental;;
P02335;Müller;;
P02336;Giese;;
P02337;Böke;;
P02338;Schetelig;;
P02339;Mensching;;
P02340;Felden;;
P02341;Büttner;;
P02342;Groeber;;
P02343;Bronisch;Gotthelf Matthias;1868-1937
P02344;Portig;;
P02345;Fritsch;;
P02346;Heydemeyer;;
P02347;Schafft;Sepp;
P02348;Brachmann;Johannes;
P02349;Schornbaum;;
P02350;Grießhammer;;
P02351;Rupprecht;;
P02352;Weber;Hans Emil;
P02353;Hopfmüller;;
P02354;Behrens;;
P02355;Dürr;Erich;1889-??
P02356;Vandewater;;
P02357;Borchers;Frau;
P02358;Medicus;Clara;
P02359;;Anna;
P02360;Walker;Gisela;
P02361;Herrmann;Christian;1890–1953
P02362;Ossipowna;Amalija ;
P02363;Stepun;Natalja Nikolaevna;
P02364;Fondaminski;Ilja Issidorowitsch;
P02365;Schwarz;;
P02366;;Elis;
P02367;;Lydia;
P02368;Bogmann;;
P02369;Cordier;von;
P02370;Müller;Karl;1852-1940
P02371;Johann Quistorp der Ältere;;1554-1648
P02372;Hollaz;David;1648-1713
P02373;Gelderblom;Hans;1897-1966
P02374;Gottschalk;;
P02375;Bensch;;
P02376;Keyserling-Bismarck;Gräfin Goedela;
P02377;Schnitzler;;
P02378;Theel;;
P02379;Hafemann;Richard;
P02380;Bolkansky;;
P02381;Holzapfel;;
P02382;Hukmann;;
P02383;Zähringer;;
P02384;Bublitz;;
P02385;Kilger;Joh.;
P02386;Neumeister;Käthe;
P02387;Heldmann;;
P02388;Frey;Emmy;
P02389;Mislin;Hans;1907-1993
P02390;Mislin;Mutter von Herrn Mislin;
P02391;Adickes;Erich;
P02392;Manzenstein;;
P02393;Lothauser;;
P02394;Teniers;David;1610–1690
P02395;SPD Gross-Frankfurt;;
P02396;Riezler;Walter;1878-1965
P02397;amerikanischer Professor;;
P02398;Schultz;Franz;1877-1950
P02399;Schultz;Hildegard;
P02400;Riezler;Käthe;1885-1952
P02401;Gelb;Nelly;1888-1969
P02402;Weil;Felix;1889-1975
P02403;Gonzala;Anita;1901-1953
P02404;Weil;Käthe;
P02405;Wolfers;Doris;
P02406;Hermelink;Heinrich;1877-1958
P02407;Hölscher;Gustav;1877-1955
P02408;Schairer;Gerda;
P02409;von Sydow;Elfriede Margarete;*1856
P02410;von Sydow;Helene Antonie Mathilde Kathinka;*1881
P02411;Hirzel;Stephan;1899-1970
P02412;Pallenberg;Max;1877-1934
P02413;Grimme;Mascha;
P02414;Königs;;
P02415;Wagner;;
P02416;Bienert;Friedrich;1891-1969
P02417;;Wolfgang;
P02418;Viergutz;Paul;
P02419;;Gretha;
P02420;Kloppenburg;Heinrich;1903-1986
P02421;Billström;Astrid;
P02422;Aster;Ernst von;1880-1948
P02423;Dixelius - von Aster;Hildur Emma Eufrosyne;1879-1969
P02424;Erdmann;Carl;
P02425;Herrmann;Heinrich;
P02426;Gerullis;Georg;1888-1945
P02427;Mayer-Kulenkampff;Lina;1886-1971
P02428;Johnson;Alvin;1874-1971
P02429;Blum;Suzanne;
P02430;Schümer;Anja;
P02431;Frey;Dagobert;1883-1962 
P02432;Worringer;Wilhelm Robert;1881-1965
P02433;Riegl;Alois;1858-1905
P02434;Frankl;Paul;1878-1962
P02435;Dvořák;Max;1874-1921
P02436;Wölfflin;Heinrich;1864-1945
P02437;Coellen;Ludwig;1875-1945
P02438;Brinckmann;Albert Erich ;1881-1958
P02439;Pinder;Wilhelm;1878-1947
P02440;Passarge;;
P02441;Hamburger;Hans;1889-1956
P02442;Jessen;Malla;
P02443;Graf von Schwerin;;
P02444;Dreyfuß;Carl;
P02445;Verlag Mohr Siebeck (Institution);;
P02446;Braun;Otto;1872-1955
P02447;Stoevesandt;Erika Opelt;1919-2013
P02448;Janentzky;Christian;1886-1968
P02449;Thurmann;Horst;1911-1999
P02450;Borenz;;
P02451;Thomas ;;
P02452;Thurmann;Theodor;1882-1955
P02453;Thurman;Howard;1899-1981
P02454;Bächtold;Hermann;1882-1934
P02455;Hoenisch;Ernst;
P02456;Pange;Johann;
P02457;Schröer;Eduard;
P02458;Kawerau;Walter;
P02459;Amsler;Hermann;
P02460;Spitta;Walter;
P02461;Keck;Karl;
P02462;Preußisches Ministerium für Wissenschaft, Kunst und Volksbildung;;
P02463;Hülsen;Ernst von;28.11.1875-01.11.1950
P02464;Detert;Ernst;
P02465;Döring;Hans;
P02466;Döring;;
P02467;Haussig;Friedel;
P02468;Fuchs;Emil;
P02469;Bargheer;Ernst;
P02470;Nägel;Adolph;16.12.1875 -17.09.1939
P02471;Seeberg;Margot;
P02472;Hochheimer;;
P02473;Seeberg;Bengt;1914-1944
P02474;Cordier;Leopold;1887-1939
P02475;Sulzbach;;
P02476;Windelband;Wolfgang;31. August 1886 - 27. November 1945
P02477;Frentzel;;
P02478;Starkloff;;
P02479;Kirchner;Joachim;
P02480;Schwietering;Julius;
P02481;Stephan;Waltraut;
P02482;Naumann;Hans;
P02483;Melissandros;;
P02484;Lammers;Aloys; 22. Dezember 1877- 24. Juni 1966
P02485;Koehler;Karl Franz;
P02486;Lennert;Rudolf;
P02487;Riedel;Margarete;
P02488;Küntzel;Georg;
P02489;Netter;Emil;
P02490;Hindenburg;Paul von;
P02491;Henke;Alfred;
P02492;Sellin;Ernst;1867-1946
P02493;Ministerialrat;;
